Sample Name, Sample-6
Time, November 05 14:57:34 2021
Operator, Jose Mendez
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
1064.0, 0.0591, 87.28
1065.0, 0.0593, 87.23
1066.0, 0.0594, 87.22
1067.0, 0.0590, 87.30
1068.0, 0.0586, 87.37
1069.0, 0.0587, 87.36
1070.0, 0.0587, 87.36
1071.0, 0.0590, 87.29
1072.0, 0.0592, 87.25
1073.0, 0.0589, 87.31
1074.0, 0.0583, 87.44
1075.0, 0.0580, 87.50
1076.0, 0.0585, 87.40
1077.0, 0.0591, 87.28
1078.0, 0.0593, 87.23
1079.0, 0.0595, 87.19
1080.0, 0.0594, 87.22
1081.0, 0.0588, 87.34
1082.0, 0.0581, 87.48
1083.0, 0.0583, 87.45
1084.0, 0.0588, 87.34
1085.0, 0.0589, 87.32
1086.0, 0.0592, 87.26
1087.0, 0.0599, 87.12
1088.0, 0.0595, 87.20
1089.0, 0.0594, 87.22
1090.0, 0.0599, 87.13
1091.0, 0.0599, 87.13
1092.0, 0.0592, 87.27
1093.0, 0.0591, 87.27
1094.0, 0.0590, 87.30
1095.0, 0.0585, 87.40
1096.0, 0.0583, 87.43
1097.0, 0.0583, 87.43
1098.0, 0.0585, 87.40
1099.0, 0.0575, 87.61
1100.0, 0.0574, 87.63
