Sample Name, Eq3S2.sca
Time, October 29 15:36:48 2021
Operator, Jose Mendez
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
783.0, 0.0181, 95.93
784.0, 0.0178, 95.99
785.0, 0.0177, 96.01
786.0, 0.0178, 95.98
787.0, 0.0173, 96.09
788.0, 0.0172, 96.11
789.0, 0.0177, 96.02
790.0, 0.0175, 96.05
791.0, 0.0175, 96.06
792.0, 0.0177, 96.00
793.0, 0.0176, 96.03
794.0, 0.0172, 96.11
795.0, 0.0172, 96.11
796.0, 0.0173, 96.10
797.0, 0.0171, 96.13
798.0, 0.0170, 96.17
799.0, 0.0175, 96.06
800.0, 0.0176, 96.02
801.0, 0.0175, 96.04
802.0, 0.0172, 96.12
803.0, 0.0170, 96.15
804.0, 0.0168, 96.20
805.0, 0.0169, 96.19
806.0, 0.0172, 96.11
807.0, 0.0166, 96.24
808.0, 0.0170, 96.17
809.0, 0.0167, 96.23
810.0, 0.0170, 96.16
811.0, 0.0166, 96.24
812.0, 0.0168, 96.20
813.0, 0.0165, 96.26
814.0, 0.0164, 96.29
815.0, 0.0166, 96.25
816.0, 0.0168, 96.21
817.0, 0.0166, 96.26
818.0, 0.0160, 96.37
819.0, 0.0166, 96.26
820.0, 0.0162, 96.33
821.0, 0.0165, 96.27
822.0, 0.0164, 96.29
823.0, 0.0164, 96.29
824.0, 0.0164, 96.30
825.0, 0.0161, 96.35
826.0, 0.0166, 96.25
827.0, 0.0166, 96.26
828.0, 0.0167, 96.23
829.0, 0.0163, 96.33
830.0, 0.0161, 96.35
831.0, 0.0163, 96.32
832.0, 0.0161, 96.37
833.0, 0.0164, 96.30
834.0, 0.0165, 96.28
835.0, 0.0161, 96.37
836.0, 0.0164, 96.30
837.0, 0.0161, 96.36
838.0, 0.0157, 96.46
839.0, 0.0154, 96.51
840.0, 0.0159, 96.40
841.0, 0.0161, 96.37
842.0, 0.0160, 96.37
843.0, 0.0165, 96.26
844.0, 0.0162, 96.34
845.0, 0.0162, 96.33
846.0, 0.0158, 96.42
847.0, 0.0156, 96.48
848.0, 0.0158, 96.43
849.0, 0.0162, 96.33
850.0, 0.0160, 96.38
851.0, 0.0156, 96.47
852.0, 0.0157, 96.46
853.0, 0.0160, 96.37
854.0, 0.0155, 96.49
855.0, 0.0156, 96.48
856.0, 0.0158, 96.42
857.0, 0.0159, 96.40
858.0, 0.0157, 96.44
859.0, 0.0158, 96.42
860.0, 0.0159, 96.40
861.0, 0.0159, 96.41
862.0, 0.0155, 96.48
863.0, 0.0156, 96.46
864.0, 0.0153, 96.54
865.0, 0.0155, 96.50
866.0, 0.0153, 96.53
867.0, 0.0154, 96.52
868.0, 0.0156, 96.48
869.0, 0.0154, 96.51
870.0, 0.0153, 96.54
871.0, 0.0158, 96.43
872.0, 0.0155, 96.49
873.0, 0.0152, 96.57
874.0, 0.0153, 96.54
875.0, 0.0154, 96.51
876.0, 0.0149, 96.62
877.0, 0.0153, 96.54
878.0, 0.0154, 96.51
879.0, 0.0153, 96.54
880.0, 0.0152, 96.57
881.0, 0.0154, 96.52
882.0, 0.0153, 96.53
883.0, 0.0153, 96.54
884.0, 0.0151, 96.58
885.0, 0.0150, 96.60
886.0, 0.0153, 96.54
887.0, 0.0153, 96.54
888.0, 0.0149, 96.63
889.0, 0.0150, 96.60
890.0, 0.0150, 96.60
891.0, 0.0150, 96.62
892.0, 0.0154, 96.51
893.0, 0.0155, 96.50
894.0, 0.0154, 96.52
895.0, 0.0151, 96.59
896.0, 0.0150, 96.60
897.0, 0.0148, 96.64
898.0, 0.0148, 96.65
899.0, 0.0146, 96.69
900.0, 0.0149, 96.63
901.0, 0.0150, 96.60
902.0, 0.0148, 96.64
903.0, 0.0149, 96.62
904.0, 0.0148, 96.66
905.0, 0.0148, 96.64
906.0, 0.0150, 96.60
907.0, 0.0150, 96.61
908.0, 0.0147, 96.66
909.0, 0.0147, 96.66
910.0, 0.0146, 96.70
911.0, 0.0147, 96.67
912.0, 0.0145, 96.71
913.0, 0.0145, 96.72
914.0, 0.0143, 96.76
915.0, 0.0146, 96.70
916.0, 0.0143, 96.75
917.0, 0.0142, 96.79
918.0, 0.0140, 96.84
919.0, 0.0143, 96.76
920.0, 0.0145, 96.71
921.0, 0.0148, 96.66
922.0, 0.0147, 96.67
923.0, 0.0146, 96.69
924.0, 0.0144, 96.74
925.0, 0.0144, 96.73
926.0, 0.0146, 96.70
927.0, 0.0143, 96.77
928.0, 0.0144, 96.74
929.0, 0.0146, 96.69
930.0, 0.0145, 96.72
931.0, 0.0147, 96.68
932.0, 0.0145, 96.73
933.0, 0.0148, 96.65
934.0, 0.0145, 96.72
935.0, 0.0144, 96.75
936.0, 0.0146, 96.70
937.0, 0.0144, 96.73
938.0, 0.0142, 96.78
939.0, 0.0144, 96.74
940.0, 0.0142, 96.77
941.0, 0.0145, 96.72
942.0, 0.0144, 96.74
943.0, 0.0141, 96.80
944.0, 0.0142, 96.79
945.0, 0.0142, 96.79
946.0, 0.0140, 96.82
947.0, 0.0141, 96.81
948.0, 0.0140, 96.82
949.0, 0.0141, 96.81
950.0, 0.0139, 96.85
951.0, 0.0143, 96.76
952.0, 0.0142, 96.79
953.0, 0.0143, 96.76
954.0, 0.0141, 96.81
955.0, 0.0140, 96.83
956.0, 0.0140, 96.83
957.0, 0.0140, 96.82
958.0, 0.0141, 96.81
959.0, 0.0138, 96.88
960.0, 0.0139, 96.84
961.0, 0.0138, 96.86
962.0, 0.0140, 96.82
963.0, 0.0139, 96.84
964.0, 0.0137, 96.91
965.0, 0.0140, 96.83
966.0, 0.0140, 96.83
967.0, 0.0140, 96.82
968.0, 0.0144, 96.75
969.0, 0.0139, 96.84
970.0, 0.0141, 96.80
971.0, 0.0139, 96.86
972.0, 0.0140, 96.83
973.0, 0.0141, 96.81
974.0, 0.0138, 96.88
975.0, 0.0138, 96.86
976.0, 0.0138, 96.88
977.0, 0.0140, 96.83
978.0, 0.0140, 96.84
979.0, 0.0137, 96.90
980.0, 0.0135, 96.94
981.0, 0.0138, 96.88
982.0, 0.0141, 96.80
983.0, 0.0141, 96.81
984.0, 0.0138, 96.86
985.0, 0.0143, 96.77
986.0, 0.0139, 96.84
987.0, 0.0138, 96.88
988.0, 0.0138, 96.87
989.0, 0.0139, 96.85
990.0, 0.0138, 96.88
991.0, 0.0140, 96.83
992.0, 0.0140, 96.83
993.0, 0.0140, 96.83
994.0, 0.0141, 96.80
995.0, 0.0137, 96.89
996.0, 0.0138, 96.88
997.0, 0.0136, 96.92
998.0, 0.0137, 96.90
999.0, 0.0139, 96.85
1000.0, 0.0140, 96.82
1001.0, 0.0140, 96.83
1002.0, 0.0137, 96.89
1003.0, 0.0141, 96.81
1004.0, 0.0140, 96.82
1005.0, 0.0141, 96.81
1006.0, 0.0137, 96.88
1007.0, 0.0138, 96.88
1008.0, 0.0138, 96.87
1009.0, 0.0140, 96.83
1010.0, 0.0137, 96.90
1011.0, 0.0136, 96.91
1012.0, 0.0139, 96.86
1013.0, 0.0143, 96.77
1014.0, 0.0138, 96.87
1015.0, 0.0138, 96.87
1016.0, 0.0141, 96.80
1017.0, 0.0139, 96.84
1018.0, 0.0141, 96.81
1019.0, 0.0140, 96.83
1020.0, 0.0138, 96.86
1021.0, 0.0138, 96.87
1022.0, 0.0142, 96.79
1023.0, 0.0143, 96.75
1024.0, 0.0146, 96.69
1025.0, 0.0148, 96.64
1026.0, 0.0136, 96.91
1027.0, 0.0138, 96.87
1028.0, 0.0141, 96.80
1029.0, 0.0139, 96.84
1030.0, 0.0139, 96.85
1031.0, 0.0141, 96.80
1032.0, 0.0142, 96.79
1033.0, 0.0143, 96.77
1034.0, 0.0144, 96.74
1035.0, 0.0144, 96.74
1036.0, 0.0148, 96.65
1037.0, 0.0146, 96.69
1038.0, 0.0145, 96.71
1039.0, 0.0143, 96.76
1040.0, 0.0150, 96.60
1041.0, 0.0149, 96.63
1042.0, 0.0148, 96.65
1043.0, 0.0148, 96.66
1044.0, 0.0149, 96.63
1045.0, 0.0148, 96.66
1046.0, 0.0151, 96.58
1047.0, 0.0152, 96.56
1048.0, 0.0146, 96.69
1049.0, 0.0147, 96.68
1050.0, 0.0157, 96.46
1051.0, 0.0161, 96.36
1052.0, 0.0154, 96.52
1053.0, 0.0152, 96.57
1054.0, 0.0159, 96.40
1055.0, 0.0162, 96.33
1056.0, 0.0160, 96.39
1057.0, 0.0155, 96.50
1058.0, 0.0162, 96.34
1059.0, 0.0170, 96.17
1060.0, 0.0167, 96.23
1061.0, 0.0160, 96.38
1062.0, 0.0159, 96.41
1063.0, 0.0170, 96.16
1064.0, 0.0184, 95.85
1065.0, 0.0177, 96.01
1066.0, 0.0160, 96.38
1067.0, 0.0156, 96.48
1068.0, 0.0166, 96.25
1069.0, 0.0195, 95.61
1070.0, 0.0198, 95.55
1071.0, 0.0164, 96.29
1072.0, 0.0148, 96.64
1073.0, 0.0147, 96.67
1074.0, 0.0160, 96.39
1075.0, 0.0179, 95.97
1076.0, 0.0191, 95.70
1077.0, 0.0191, 95.71
1078.0, 0.0180, 95.94
1079.0, 0.0161, 96.36
1080.0, 0.0145, 96.71
1081.0, 0.0155, 96.49
1082.0, 0.0177, 96.01
1083.0, 0.0203, 95.43
1084.0, 0.0217, 95.13
1085.0, 0.0221, 95.04
1086.0, 0.0218, 95.12
1087.0, 0.0207, 95.34
1088.0, 0.0194, 95.62
1089.0, 0.0178, 95.98
1090.0, 0.0160, 96.38
1091.0, 0.0151, 96.58
1092.0, 0.0151, 96.59
1093.0, 0.0156, 96.46
1094.0, 0.0163, 96.31
1095.0, 0.0176, 96.04
1096.0, 0.0186, 95.80
1097.0, 0.0190, 95.71
1098.0, 0.0197, 95.57
1099.0, 0.0192, 95.68
