Sample Name, Equipo1S3.sca
Time, November 05 14:48:46 2021
Operator, Jose Mendez
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
350.0, 0.0972, 79.94
351.0, 0.0944, 80.46
352.0, 0.0919, 80.93
353.0, 0.0897, 81.35
354.0, 0.0870, 81.84
355.0, 0.0848, 82.26
356.0, 0.0827, 82.65
357.0, 0.0807, 83.04
358.0, 0.0783, 83.50
359.0, 0.0767, 83.82
360.0, 0.0749, 84.16
361.0, 0.0736, 84.42
362.0, 0.0718, 84.77
363.0, 0.0701, 85.09
364.0, 0.0685, 85.42
365.0, 0.0673, 85.65
366.0, 0.0655, 86.00
367.0, 0.0644, 86.22
368.0, 0.0633, 86.43
369.0, 0.0618, 86.74
370.0, 0.0612, 86.85
371.0, 0.0640, 86.30
372.0, 0.0623, 86.63
373.0, 0.0614, 86.82
374.0, 0.0602, 87.05
375.0, 0.0589, 87.31
376.0, 0.0591, 87.28
377.0, 0.0570, 87.71
378.0, 0.0561, 87.89
379.0, 0.0549, 88.12
380.0, 0.0539, 88.32
381.0, 0.0526, 88.60
382.0, 0.0524, 88.64
383.0, 0.0515, 88.81
384.0, 0.0513, 88.86
385.0, 0.0497, 89.19
386.0, 0.0491, 89.31
387.0, 0.0486, 89.42
388.0, 0.0477, 89.60
389.0, 0.0472, 89.70
390.0, 0.0468, 89.79
391.0, 0.0462, 89.91
392.0, 0.0457, 90.02
393.0, 0.0455, 90.05
394.0, 0.0450, 90.15
395.0, 0.0446, 90.25
396.0, 0.0444, 90.28
397.0, 0.0439, 90.38
398.0, 0.0438, 90.40
399.0, 0.0435, 90.47
400.0, 0.0432, 90.54
401.0, 0.0431, 90.56
402.0, 0.0428, 90.62
403.0, 0.0430, 90.58
404.0, 0.0425, 90.68
405.0, 0.0422, 90.73
406.0, 0.0420, 90.78
407.0, 0.0422, 90.75
408.0, 0.0421, 90.76
409.0, 0.0425, 90.68
410.0, 0.0423, 90.72
411.0, 0.0423, 90.71
412.0, 0.0425, 90.68
413.0, 0.0426, 90.65
414.0, 0.0428, 90.61
415.0, 0.0427, 90.64
416.0, 0.0428, 90.62
417.0, 0.0427, 90.63
418.0, 0.0427, 90.64
419.0, 0.0429, 90.59
420.0, 0.0432, 90.53
421.0, 0.0436, 90.45
422.0, 0.0438, 90.41
423.0, 0.0441, 90.35
424.0, 0.0442, 90.33
425.0, 0.0445, 90.26
426.0, 0.0448, 90.21
427.0, 0.0449, 90.17
428.0, 0.0452, 90.11
429.0, 0.0454, 90.07
430.0, 0.0458, 89.98
431.0, 0.0461, 89.93
432.0, 0.0465, 89.85
433.0, 0.0467, 89.80
434.0, 0.0468, 89.78
435.0, 0.0471, 89.73
436.0, 0.0475, 89.64
437.0, 0.0476, 89.63
438.0, 0.0480, 89.53
439.0, 0.0483, 89.47
440.0, 0.0486, 89.41
441.0, 0.0489, 89.35
442.0, 0.0495, 89.23
443.0, 0.0499, 89.14
444.0, 0.0501, 89.10
445.0, 0.0505, 89.02
446.0, 0.0510, 88.93
447.0, 0.0514, 88.83
448.0, 0.0515, 88.83
449.0, 0.0517, 88.77
450.0, 0.0516, 88.80
451.0, 0.0489, 89.36
452.0, 0.0492, 89.28
453.0, 0.0497, 89.18
454.0, 0.0499, 89.15
455.0, 0.0507, 88.99
456.0, 0.0503, 89.05
457.0, 0.0509, 88.94
458.0, 0.0513, 88.85
459.0, 0.0518, 88.75
460.0, 0.0520, 88.72
461.0, 0.0524, 88.64
462.0, 0.0529, 88.53
463.0, 0.0529, 88.53
464.0, 0.0538, 88.34
465.0, 0.0539, 88.33
466.0, 0.0542, 88.28
467.0, 0.0548, 88.15
468.0, 0.0553, 88.05
469.0, 0.0553, 88.04
470.0, 0.0554, 88.01
471.0, 0.0560, 87.91
472.0, 0.0563, 87.84
473.0, 0.0568, 87.75
474.0, 0.0570, 87.70
475.0, 0.0572, 87.65
476.0, 0.0578, 87.55
477.0, 0.0579, 87.52
478.0, 0.0585, 87.39
479.0, 0.0591, 87.28
480.0, 0.0591, 87.27
481.0, 0.0595, 87.19
482.0, 0.0598, 87.13
483.0, 0.0602, 87.06
484.0, 0.0607, 86.95
485.0, 0.0609, 86.92
486.0, 0.0613, 86.84
487.0, 0.0613, 86.83
488.0, 0.0615, 86.80
489.0, 0.0617, 86.75
490.0, 0.0619, 86.71
491.0, 0.0627, 86.56
492.0, 0.0628, 86.54
493.0, 0.0628, 86.53
494.0, 0.0632, 86.46
495.0, 0.0636, 86.38
496.0, 0.0641, 86.28
497.0, 0.0645, 86.21
498.0, 0.0651, 86.07
499.0, 0.0650, 86.10
500.0, 0.0652, 86.06
501.0, 0.0656, 85.98
502.0, 0.0659, 85.93
503.0, 0.0662, 85.86
504.0, 0.0665, 85.80
505.0, 0.0667, 85.77
506.0, 0.0668, 85.73
507.0, 0.0672, 85.67
508.0, 0.0674, 85.62
509.0, 0.0677, 85.57
510.0, 0.0681, 85.49
511.0, 0.0683, 85.44
512.0, 0.0684, 85.42
513.0, 0.0687, 85.37
514.0, 0.0687, 85.37
515.0, 0.0691, 85.30
516.0, 0.0693, 85.25
517.0, 0.0697, 85.18
518.0, 0.0698, 85.15
519.0, 0.0698, 85.14
520.0, 0.0706, 85.00
521.0, 0.0710, 84.91
522.0, 0.0707, 84.97
523.0, 0.0709, 84.94
524.0, 0.0712, 84.88
525.0, 0.0713, 84.87
526.0, 0.0718, 84.77
527.0, 0.0722, 84.68
528.0, 0.0724, 84.65
529.0, 0.0725, 84.63
530.0, 0.0727, 84.60
531.0, 0.0728, 84.56
532.0, 0.0734, 84.45
533.0, 0.0731, 84.51
534.0, 0.0732, 84.48
535.0, 0.0735, 84.43
536.0, 0.0738, 84.37
537.0, 0.0744, 84.26
538.0, 0.0741, 84.32
539.0, 0.0745, 84.24
540.0, 0.0747, 84.21
541.0, 0.0748, 84.17
542.0, 0.0752, 84.10
543.0, 0.0753, 84.09
544.0, 0.0755, 84.05
545.0, 0.0758, 83.99
546.0, 0.0760, 83.95
547.0, 0.0761, 83.93
548.0, 0.0761, 83.93
549.0, 0.0763, 83.88
550.0, 0.0764, 83.86
551.0, 0.0768, 83.80
552.0, 0.0765, 83.84
553.0, 0.0769, 83.78
554.0, 0.0770, 83.76
555.0, 0.0770, 83.74
556.0, 0.0773, 83.70
557.0, 0.0772, 83.71
558.0, 0.0774, 83.68
559.0, 0.0775, 83.65
560.0, 0.0776, 83.64
561.0, 0.0778, 83.59
562.0, 0.0781, 83.54
563.0, 0.0778, 83.59
564.0, 0.0781, 83.55
565.0, 0.0783, 83.50
566.0, 0.0788, 83.41
567.0, 0.0787, 83.43
568.0, 0.0792, 83.34
569.0, 0.0793, 83.32
570.0, 0.0794, 83.30
571.0, 0.0797, 83.23
572.0, 0.0795, 83.27
573.0, 0.0794, 83.30
574.0, 0.0798, 83.21
575.0, 0.0799, 83.20
576.0, 0.0798, 83.21
577.0, 0.0800, 83.18
578.0, 0.0798, 83.22
579.0, 0.0799, 83.20
580.0, 0.0804, 83.10
581.0, 0.0803, 83.13
582.0, 0.0804, 83.09
583.0, 0.0803, 83.12
584.0, 0.0805, 83.09
585.0, 0.0804, 83.10
586.0, 0.0795, 83.28
587.0, 0.0791, 83.34
588.0, 0.0795, 83.28
589.0, 0.0792, 83.33
590.0, 0.0794, 83.29
591.0, 0.0796, 83.24
592.0, 0.0798, 83.22
593.0, 0.0799, 83.19
594.0, 0.0796, 83.25
595.0, 0.0793, 83.31
596.0, 0.0798, 83.22
597.0, 0.0799, 83.19
598.0, 0.0800, 83.17
599.0, 0.0804, 83.11
600.0, 0.0804, 83.10
601.0, 0.0804, 83.10
602.0, 0.0804, 83.11
603.0, 0.0803, 83.11
604.0, 0.0806, 83.06
605.0, 0.0808, 83.03
606.0, 0.0808, 83.03
607.0, 0.0810, 82.98
608.0, 0.0809, 83.01
609.0, 0.0809, 83.01
610.0, 0.0808, 83.02
611.0, 0.0809, 83.01
612.0, 0.0812, 82.95
613.0, 0.0813, 82.93
614.0, 0.0811, 82.96
615.0, 0.0816, 82.88
616.0, 0.0815, 82.90
617.0, 0.0817, 82.86
618.0, 0.0815, 82.90
619.0, 0.0815, 82.88
620.0, 0.0818, 82.83
621.0, 0.0817, 82.84
622.0, 0.0818, 82.82
623.0, 0.0817, 82.86
624.0, 0.0817, 82.85
625.0, 0.0819, 82.82
626.0, 0.0819, 82.82
627.0, 0.0819, 82.81
628.0, 0.0820, 82.80
629.0, 0.0818, 82.82
630.0, 0.0820, 82.79
631.0, 0.0820, 82.79
632.0, 0.0822, 82.76
633.0, 0.0821, 82.78
634.0, 0.0824, 82.72
635.0, 0.0821, 82.78
636.0, 0.0824, 82.71
637.0, 0.0822, 82.76
638.0, 0.0822, 82.75
639.0, 0.0825, 82.71
640.0, 0.0823, 82.74
641.0, 0.0823, 82.74
642.0, 0.0827, 82.66
643.0, 0.0823, 82.74
644.0, 0.0824, 82.72
645.0, 0.0826, 82.69
646.0, 0.0822, 82.76
647.0, 0.0822, 82.76
648.0, 0.0823, 82.73
649.0, 0.0826, 82.68
650.0, 0.0825, 82.71
651.0, 0.0823, 82.74
652.0, 0.0824, 82.72
653.0, 0.0824, 82.71
654.0, 0.0823, 82.74
655.0, 0.0825, 82.71
656.0, 0.0823, 82.73
657.0, 0.0820, 82.80
658.0, 0.0821, 82.78
659.0, 0.0819, 82.81
660.0, 0.0823, 82.74
661.0, 0.0821, 82.77
662.0, 0.0823, 82.73
663.0, 0.0822, 82.75
664.0, 0.0825, 82.70
665.0, 0.0822, 82.76
666.0, 0.0824, 82.72
667.0, 0.0822, 82.76
668.0, 0.0823, 82.75
669.0, 0.0820, 82.79
670.0, 0.0823, 82.74
671.0, 0.0820, 82.80
672.0, 0.0817, 82.86
673.0, 0.0819, 82.81
674.0, 0.0818, 82.83
675.0, 0.0820, 82.80
676.0, 0.0814, 82.90
677.0, 0.0816, 82.88
678.0, 0.0815, 82.89
679.0, 0.0817, 82.85
680.0, 0.0816, 82.88
681.0, 0.0817, 82.85
682.0, 0.0814, 82.91
683.0, 0.0817, 82.85
684.0, 0.0820, 82.78
685.0, 0.0817, 82.86
686.0, 0.0815, 82.90
687.0, 0.0815, 82.90
688.0, 0.0813, 82.93
689.0, 0.0814, 82.92
690.0, 0.0813, 82.93
691.0, 0.0812, 82.94
692.0, 0.0810, 82.99
693.0, 0.0814, 82.90
694.0, 0.0813, 82.93
695.0, 0.0812, 82.94
696.0, 0.0812, 82.94
697.0, 0.0812, 82.94
698.0, 0.0811, 82.96
699.0, 0.0807, 83.05
700.0, 0.0810, 82.98
701.0, 0.0810, 82.98
702.0, 0.0811, 82.97
703.0, 0.0808, 83.02
704.0, 0.0811, 82.96
705.0, 0.0808, 83.02
706.0, 0.0807, 83.05
707.0, 0.0806, 83.07
708.0, 0.0807, 83.04
709.0, 0.0805, 83.07
710.0, 0.0806, 83.05
711.0, 0.0806, 83.07
712.0, 0.0805, 83.08
713.0, 0.0807, 83.05
714.0, 0.0802, 83.14
715.0, 0.0801, 83.15
716.0, 0.0803, 83.11
717.0, 0.0804, 83.09
718.0, 0.0802, 83.14
719.0, 0.0801, 83.16
720.0, 0.0802, 83.15
721.0, 0.0801, 83.15
722.0, 0.0802, 83.14
723.0, 0.0803, 83.12
724.0, 0.0803, 83.11
725.0, 0.0801, 83.16
726.0, 0.0801, 83.16
727.0, 0.0798, 83.22
728.0, 0.0797, 83.23
729.0, 0.0796, 83.25
730.0, 0.0796, 83.25
731.0, 0.0797, 83.23
732.0, 0.0796, 83.25
733.0, 0.0797, 83.23
734.0, 0.0796, 83.25
735.0, 0.0793, 83.32
736.0, 0.0795, 83.27
737.0, 0.0794, 83.29
738.0, 0.0795, 83.28
739.0, 0.0792, 83.34
740.0, 0.0791, 83.36
741.0, 0.0793, 83.31
742.0, 0.0791, 83.35
743.0, 0.0790, 83.36
744.0, 0.0789, 83.38
745.0, 0.0788, 83.41
746.0, 0.0789, 83.40
747.0, 0.0788, 83.41
748.0, 0.0788, 83.41
749.0, 0.0787, 83.43
750.0, 0.0785, 83.46
751.0, 0.0783, 83.50
752.0, 0.0785, 83.47
753.0, 0.0785, 83.46
754.0, 0.0781, 83.54
755.0, 0.0784, 83.48
756.0, 0.0782, 83.53
757.0, 0.0779, 83.58
758.0, 0.0784, 83.49
759.0, 0.0783, 83.50
760.0, 0.0780, 83.56
761.0, 0.0776, 83.63
762.0, 0.0776, 83.64
763.0, 0.0778, 83.60
764.0, 0.0776, 83.63
765.0, 0.0774, 83.68
766.0, 0.0774, 83.67
767.0, 0.0776, 83.64
768.0, 0.0774, 83.68
769.0, 0.0771, 83.73
770.0, 0.0776, 83.63
771.0, 0.0774, 83.67
772.0, 0.0778, 83.60
773.0, 0.0770, 83.75
774.0, 0.0772, 83.72
775.0, 0.0768, 83.80
776.0, 0.0768, 83.79
777.0, 0.0769, 83.77
778.0, 0.0765, 83.85
779.0, 0.0769, 83.78
780.0, 0.0769, 83.77
781.0, 0.0769, 83.77
782.0, 0.0770, 83.75
783.0, 0.0769, 83.78
784.0, 0.0767, 83.80
785.0, 0.0765, 83.84
786.0, 0.0765, 83.86
787.0, 0.0762, 83.90
788.0, 0.0761, 83.92
789.0, 0.0763, 83.88
790.0, 0.0762, 83.91
791.0, 0.0760, 83.94
792.0, 0.0762, 83.92
793.0, 0.0759, 83.96
794.0, 0.0757, 84.01
795.0, 0.0757, 84.00
796.0, 0.0758, 83.99
797.0, 0.0754, 84.07
798.0, 0.0756, 84.03
799.0, 0.0757, 84.00
800.0, 0.0760, 83.94
801.0, 0.0759, 83.96
802.0, 0.0754, 84.06
803.0, 0.0753, 84.08
804.0, 0.0751, 84.12
805.0, 0.0749, 84.16
806.0, 0.0753, 84.09
807.0, 0.0745, 84.23
808.0, 0.0748, 84.17
809.0, 0.0747, 84.21
810.0, 0.0750, 84.14
811.0, 0.0748, 84.18
812.0, 0.0744, 84.25
813.0, 0.0745, 84.23
814.0, 0.0744, 84.26
815.0, 0.0743, 84.27
816.0, 0.0745, 84.24
817.0, 0.0743, 84.27
818.0, 0.0739, 84.35
819.0, 0.0741, 84.31
820.0, 0.0737, 84.39
821.0, 0.0740, 84.34
822.0, 0.0738, 84.37
823.0, 0.0741, 84.31
824.0, 0.0736, 84.42
825.0, 0.0736, 84.41
826.0, 0.0737, 84.39
827.0, 0.0735, 84.44
828.0, 0.0740, 84.33
829.0, 0.0733, 84.46
830.0, 0.0731, 84.50
831.0, 0.0733, 84.46
832.0, 0.0730, 84.52
833.0, 0.0732, 84.49
834.0, 0.0731, 84.50
835.0, 0.0728, 84.57
836.0, 0.0729, 84.55
837.0, 0.0729, 84.55
838.0, 0.0724, 84.64
839.0, 0.0722, 84.69
840.0, 0.0724, 84.65
841.0, 0.0725, 84.63
842.0, 0.0723, 84.67
843.0, 0.0727, 84.59
844.0, 0.0726, 84.60
845.0, 0.0723, 84.66
846.0, 0.0722, 84.69
847.0, 0.0719, 84.73
848.0, 0.0720, 84.73
849.0, 0.0720, 84.73
850.0, 0.0721, 84.70
851.0, 0.0717, 84.79
852.0, 0.0715, 84.82
853.0, 0.0719, 84.75
854.0, 0.0713, 84.86
855.0, 0.0712, 84.87
856.0, 0.0717, 84.78
857.0, 0.0718, 84.76
858.0, 0.0714, 84.84
859.0, 0.0714, 84.84
860.0, 0.0715, 84.82
861.0, 0.0712, 84.87
862.0, 0.0711, 84.90
863.0, 0.0712, 84.88
864.0, 0.0711, 84.89
865.0, 0.0709, 84.93
866.0, 0.0706, 84.99
867.0, 0.0709, 84.94
868.0, 0.0711, 84.91
869.0, 0.0707, 84.97
870.0, 0.0703, 85.05
871.0, 0.0706, 85.00
872.0, 0.0704, 85.04
873.0, 0.0700, 85.12
874.0, 0.0701, 85.10
875.0, 0.0701, 85.09
876.0, 0.0699, 85.14
877.0, 0.0699, 85.13
878.0, 0.0701, 85.09
879.0, 0.0698, 85.16
880.0, 0.0701, 85.10
881.0, 0.0700, 85.12
882.0, 0.0699, 85.14
883.0, 0.0696, 85.20
884.0, 0.0695, 85.22
885.0, 0.0692, 85.26
886.0, 0.0693, 85.25
887.0, 0.0695, 85.20
888.0, 0.0691, 85.29
889.0, 0.0692, 85.27
890.0, 0.0688, 85.36
891.0, 0.0688, 85.35
892.0, 0.0694, 85.24
893.0, 0.0690, 85.30
894.0, 0.0690, 85.32
895.0, 0.0685, 85.41
896.0, 0.0685, 85.40
897.0, 0.0683, 85.45
898.0, 0.0680, 85.51
899.0, 0.0679, 85.53
900.0, 0.0684, 85.44
901.0, 0.0684, 85.42
902.0, 0.0684, 85.43
903.0, 0.0684, 85.42
904.0, 0.0680, 85.50
905.0, 0.0681, 85.49
906.0, 0.0682, 85.47
907.0, 0.0681, 85.49
908.0, 0.0677, 85.57
909.0, 0.0677, 85.56
910.0, 0.0676, 85.58
911.0, 0.0677, 85.58
912.0, 0.0675, 85.60
913.0, 0.0674, 85.62
914.0, 0.0671, 85.69
915.0, 0.0672, 85.66
916.0, 0.0670, 85.70
917.0, 0.0668, 85.75
918.0, 0.0665, 85.81
919.0, 0.0668, 85.74
920.0, 0.0671, 85.69
921.0, 0.0670, 85.71
922.0, 0.0670, 85.71
923.0, 0.0669, 85.72
924.0, 0.0667, 85.76
925.0, 0.0667, 85.76
926.0, 0.0667, 85.76
927.0, 0.0663, 85.84
928.0, 0.0668, 85.73
929.0, 0.0666, 85.78
930.0, 0.0664, 85.82
931.0, 0.0664, 85.83
932.0, 0.0663, 85.83
933.0, 0.0667, 85.77
934.0, 0.0663, 85.85
935.0, 0.0658, 85.93
936.0, 0.0662, 85.85
937.0, 0.0659, 85.93
938.0, 0.0659, 85.92
939.0, 0.0661, 85.89
940.0, 0.0657, 85.96
941.0, 0.0656, 85.98
942.0, 0.0657, 85.97
943.0, 0.0654, 86.02
944.0, 0.0657, 85.97
945.0, 0.0657, 85.95
946.0, 0.0652, 86.07
947.0, 0.0655, 86.01
948.0, 0.0652, 86.05
949.0, 0.0651, 86.08
950.0, 0.0651, 86.08
951.0, 0.0652, 86.07
952.0, 0.0650, 86.09
953.0, 0.0650, 86.09
954.0, 0.0649, 86.13
955.0, 0.0649, 86.12
956.0, 0.0646, 86.18
957.0, 0.0646, 86.19
958.0, 0.0645, 86.21
959.0, 0.0643, 86.25
960.0, 0.0645, 86.19
961.0, 0.0644, 86.21
962.0, 0.0645, 86.19
963.0, 0.0644, 86.22
964.0, 0.0641, 86.28
965.0, 0.0641, 86.28
966.0, 0.0641, 86.27
967.0, 0.0642, 86.25
968.0, 0.0645, 86.20
969.0, 0.0643, 86.23
970.0, 0.0643, 86.23
971.0, 0.0640, 86.29
972.0, 0.0638, 86.33
973.0, 0.0640, 86.30
974.0, 0.0637, 86.37
975.0, 0.0635, 86.39
976.0, 0.0635, 86.41
977.0, 0.0636, 86.37
978.0, 0.0634, 86.42
979.0, 0.0634, 86.42
980.0, 0.0633, 86.43
981.0, 0.0633, 86.43
982.0, 0.0638, 86.34
983.0, 0.0635, 86.39
984.0, 0.0631, 86.47
985.0, 0.0635, 86.39
986.0, 0.0630, 86.49
987.0, 0.0630, 86.50
988.0, 0.0630, 86.50
989.0, 0.0630, 86.49
990.0, 0.0626, 86.57
991.0, 0.0629, 86.51
992.0, 0.0629, 86.51
993.0, 0.0628, 86.54
994.0, 0.0628, 86.54
995.0, 0.0626, 86.58
996.0, 0.0626, 86.57
997.0, 0.0623, 86.64
998.0, 0.0623, 86.64
999.0, 0.0627, 86.56
1000.0, 0.0625, 86.59
1001.0, 0.0623, 86.63
1002.0, 0.0623, 86.65
1003.0, 0.0624, 86.62
1004.0, 0.0620, 86.70
1005.0, 0.0623, 86.64
1006.0, 0.0622, 86.67
1007.0, 0.0621, 86.68
1008.0, 0.0621, 86.68
1009.0, 0.0619, 86.71
1010.0, 0.0618, 86.73
1011.0, 0.0618, 86.74
1012.0, 0.0619, 86.71
1013.0, 0.0621, 86.67
1014.0, 0.0619, 86.71
1015.0, 0.0616, 86.77
1016.0, 0.0619, 86.72
1017.0, 0.0613, 86.83
1018.0, 0.0616, 86.78
1019.0, 0.0617, 86.76
1020.0, 0.0615, 86.79
1021.0, 0.0613, 86.84
1022.0, 0.0615, 86.80
1023.0, 0.0610, 86.90
1024.0, 0.0612, 86.85
1025.0, 0.0611, 86.87
1026.0, 0.0608, 86.94
1027.0, 0.0609, 86.92
1028.0, 0.0611, 86.89
1029.0, 0.0608, 86.93
1030.0, 0.0606, 86.99
1031.0, 0.0607, 86.95
1032.0, 0.0608, 86.93
1033.0, 0.0605, 86.99
1034.0, 0.0609, 86.92
1035.0, 0.0611, 86.88
1036.0, 0.0610, 86.89
1037.0, 0.0606, 86.97
1038.0, 0.0607, 86.96
1039.0, 0.0607, 86.97
1040.0, 0.0609, 86.91
1041.0, 0.0610, 86.91
1042.0, 0.0608, 86.93
1043.0, 0.0604, 87.01
1044.0, 0.0610, 86.90
1045.0, 0.0607, 86.95
1046.0, 0.0605, 87.00
1047.0, 0.0608, 86.93
1048.0, 0.0607, 86.95
1049.0, 0.0605, 87.00
1050.0, 0.0606, 86.97
1051.0, 0.0608, 86.93
1052.0, 0.0612, 86.85
1053.0, 0.0607, 86.95
1054.0, 0.0608, 86.93
1055.0, 0.0613, 86.85
1056.0, 0.0615, 86.79
1057.0, 0.0611, 86.87
1058.0, 0.0604, 87.01
1059.0, 0.0606, 86.97
1060.0, 0.0612, 86.86
1061.0, 0.0613, 86.83
1062.0, 0.0610, 86.90
1063.0, 0.0608, 86.94
1064.0, 0.0602, 87.06
1065.0, 0.0606, 86.98
1066.0, 0.0614, 86.82
1067.0, 0.0611, 86.87
1068.0, 0.0596, 87.17
1069.0, 0.0604, 87.02
1070.0, 0.0603, 87.03
1071.0, 0.0610, 86.91
1072.0, 0.0611, 86.88
1073.0, 0.0609, 86.92
1074.0, 0.0604, 87.01
1075.0, 0.0596, 87.17
1076.0, 0.0591, 87.28
1077.0, 0.0594, 87.22
1078.0, 0.0606, 86.98
1079.0, 0.0612, 86.85
1080.0, 0.0610, 86.89
1081.0, 0.0607, 86.95
1082.0, 0.0596, 87.18
1083.0, 0.0590, 87.29
1084.0, 0.0594, 87.22
1085.0, 0.0597, 87.16
1086.0, 0.0597, 87.17
1087.0, 0.0600, 87.09
1088.0, 0.0604, 87.02
1089.0, 0.0605, 86.99
1090.0, 0.0611, 86.88
1091.0, 0.0620, 86.70
1092.0, 0.0618, 86.73
1093.0, 0.0614, 86.81
1094.0, 0.0613, 86.83
1095.0, 0.0611, 86.88
1096.0, 0.0602, 87.05
1097.0, 0.0602, 87.05
1098.0, 0.0613, 86.84
1099.0, 0.0592, 87.26
