Sample Name, Sample-3
Time, November 05 15:19:17 2021
Operator, Jose Mendez
Lamp, 0
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
271.0, 1.1811, 6.59
272.0, 1.1553, 6.99
273.0, 1.1301, 7.41
274.0, 1.1056, 7.84
275.0, 1.0799, 8.32
276.0, 1.0552, 8.81
277.0, 1.0311, 9.31
278.0, 1.0065, 9.85
279.0, 0.9835, 10.39
280.0, 0.9603, 10.96
281.0, 0.9381, 11.53
282.0, 0.9159, 12.14
283.0, 0.8937, 12.77
284.0, 0.8715, 13.44
285.0, 0.8496, 14.14
286.0, 0.8279, 14.86
287.0, 0.8067, 15.61
288.0, 0.7856, 16.38
289.0, 0.7654, 17.16
290.0, 0.7461, 17.94
291.0, 0.7261, 18.79
292.0, 0.7072, 19.63
293.0, 0.6886, 20.48
294.0, 0.6704, 21.36
295.0, 0.6523, 22.27
296.0, 0.6347, 23.19
297.0, 0.6174, 24.13
298.0, 0.6005, 25.09
299.0, 0.5835, 26.09
300.0, 0.5673, 27.08
301.0, 0.5517, 28.07
302.0, 0.5364, 29.08
303.0, 0.5219, 30.07
304.0, 0.5076, 31.07
305.0, 0.4941, 32.06
306.0, 0.4805, 33.08
307.0, 0.4678, 34.06
308.0, 0.4549, 35.08
309.0, 0.4426, 36.09
310.0, 0.4303, 37.13
311.0, 0.4190, 38.11
312.0, 0.4077, 39.11
313.0, 0.3972, 40.07
314.0, 0.3870, 41.02
315.0, 0.3770, 41.98
316.0, 0.3678, 42.87
317.0, 0.3586, 43.80
318.0, 0.3501, 44.66
319.0, 0.3415, 45.55
320.0, 0.3332, 46.43
321.0, 0.3253, 47.28
322.0, 0.3179, 48.09
323.0, 0.3108, 48.89
324.0, 0.3038, 49.69
325.0, 0.2973, 50.43
326.0, 0.2909, 51.18
327.0, 0.2848, 51.90
328.0, 0.2790, 52.60
329.0, 0.2738, 53.24
330.0, 0.2687, 53.87
331.0, 0.2637, 54.48
332.0, 0.2587, 55.12
333.0, 0.2545, 55.65
334.0, 0.2522, 55.95
335.0, 0.2439, 57.03
336.0, 0.2399, 57.55
337.0, 0.2363, 58.04
338.0, 0.2331, 58.46
339.0, 0.2317, 58.66
340.0, 0.2278, 59.19
341.0, 0.2242, 59.67
342.0, 0.2206, 60.17
343.0, 0.2177, 60.57
344.0, 0.2147, 60.99
345.0, 0.2118, 61.41
346.0, 0.2089, 61.81
347.0, 0.2059, 62.25
348.0, 0.2034, 62.60
349.0, 0.2010, 62.95
350.0, 0.1984, 63.33
351.0, 0.1961, 63.66
352.0, 0.1941, 63.96
353.0, 0.1917, 64.31
354.0, 0.1895, 64.63
355.0, 0.1876, 64.92
356.0, 0.1857, 65.20
357.0, 0.1840, 65.47
358.0, 0.1824, 65.71
359.0, 0.1808, 65.94
360.0, 0.1794, 66.16
361.0, 0.1782, 66.35
362.0, 0.1765, 66.60
363.0, 0.1753, 66.79
364.0, 0.1740, 66.99
365.0, 0.1728, 67.17
366.0, 0.1717, 67.34
367.0, 0.1706, 67.52
368.0, 0.1697, 67.66
369.0, 0.1686, 67.83
370.0, 0.1683, 67.88
371.0, 0.1644, 68.48
372.0, 0.1633, 68.65
373.0, 0.1622, 68.83
374.0, 0.1611, 69.01
375.0, 0.1601, 69.16
376.0, 0.1597, 69.24
377.0, 0.1577, 69.55
378.0, 0.1570, 69.67
379.0, 0.1559, 69.83
380.0, 0.1551, 69.97
381.0, 0.1541, 70.13
382.0, 0.1534, 70.24
383.0, 0.1524, 70.40
384.0, 0.1519, 70.48
385.0, 0.1507, 70.69
386.0, 0.1500, 70.80
387.0, 0.1492, 70.92
388.0, 0.1484, 71.05
389.0, 0.1477, 71.18
390.0, 0.1472, 71.25
391.0, 0.1464, 71.39
392.0, 0.1455, 71.53
393.0, 0.1448, 71.65
394.0, 0.1440, 71.78
395.0, 0.1435, 71.86
396.0, 0.1430, 71.94
397.0, 0.1423, 72.07
398.0, 0.1418, 72.15
399.0, 0.1412, 72.24
400.0, 0.1405, 72.36
401.0, 0.1398, 72.47
402.0, 0.1394, 72.54
403.0, 0.1387, 72.66
404.0, 0.1381, 72.76
405.0, 0.1375, 72.86
406.0, 0.1369, 72.96
407.0, 0.1363, 73.06
408.0, 0.1357, 73.16
409.0, 0.1353, 73.23
410.0, 0.1348, 73.32
411.0, 0.1342, 73.41
412.0, 0.1339, 73.47
413.0, 0.1333, 73.57
414.0, 0.1330, 73.63
415.0, 0.1326, 73.70
416.0, 0.1320, 73.79
417.0, 0.1314, 73.90
418.0, 0.1309, 73.98
419.0, 0.1305, 74.05
420.0, 0.1301, 74.12
421.0, 0.1295, 74.21
422.0, 0.1292, 74.27
423.0, 0.1288, 74.34
424.0, 0.1283, 74.42
425.0, 0.1281, 74.46
426.0, 0.1277, 74.53
427.0, 0.1274, 74.58
428.0, 0.1269, 74.66
429.0, 0.1264, 74.75
430.0, 0.1262, 74.79
431.0, 0.1258, 74.84
432.0, 0.1254, 74.92
433.0, 0.1252, 74.96
434.0, 0.1247, 75.04
435.0, 0.1244, 75.10
436.0, 0.1240, 75.16
437.0, 0.1236, 75.24
438.0, 0.1234, 75.27
439.0, 0.1232, 75.31
440.0, 0.1227, 75.38
441.0, 0.1225, 75.42
442.0, 0.1221, 75.49
443.0, 0.1219, 75.52
444.0, 0.1217, 75.57
445.0, 0.1212, 75.64
446.0, 0.1209, 75.70
447.0, 0.1208, 75.72
448.0, 0.1206, 75.75
449.0, 0.1202, 75.81
450.0, 0.1199, 75.87
451.0, 0.1185, 76.12
452.0, 0.1181, 76.19
453.0, 0.1177, 76.27
454.0, 0.1174, 76.30
455.0, 0.1170, 76.39
456.0, 0.1168, 76.42
457.0, 0.1162, 76.53
458.0, 0.1161, 76.54
459.0, 0.1160, 76.57
460.0, 0.1155, 76.66
461.0, 0.1150, 76.74
462.0, 0.1146, 76.80
463.0, 0.1141, 76.89
464.0, 0.1142, 76.89
465.0, 0.1138, 76.95
466.0, 0.1135, 77.00
467.0, 0.1133, 77.03
468.0, 0.1131, 77.08
469.0, 0.1127, 77.14
470.0, 0.1123, 77.21
471.0, 0.1120, 77.27
472.0, 0.1116, 77.34
473.0, 0.1116, 77.34
474.0, 0.1114, 77.37
475.0, 0.1110, 77.44
476.0, 0.1107, 77.50
477.0, 0.1104, 77.55
478.0, 0.1101, 77.61
479.0, 0.1099, 77.65
480.0, 0.1094, 77.73
481.0, 0.1093, 77.75
482.0, 0.1091, 77.78
483.0, 0.1090, 77.80
484.0, 0.1088, 77.84
485.0, 0.1083, 77.92
486.0, 0.1081, 77.97
487.0, 0.1077, 78.04
488.0, 0.1075, 78.07
489.0, 0.1073, 78.10
490.0, 0.1070, 78.16
491.0, 0.1070, 78.17
492.0, 0.1067, 78.21
493.0, 0.1063, 78.29
494.0, 0.1062, 78.31
495.0, 0.1059, 78.36
496.0, 0.1057, 78.39
497.0, 0.1054, 78.46
498.0, 0.1050, 78.52
499.0, 0.1049, 78.55
500.0, 0.1046, 78.60
501.0, 0.1045, 78.61
502.0, 0.1042, 78.67
503.0, 0.1039, 78.72
504.0, 0.1037, 78.75
505.0, 0.1032, 78.85
506.0, 0.1032, 78.85
507.0, 0.1030, 78.89
508.0, 0.1029, 78.91
509.0, 0.1026, 78.96
510.0, 0.1024, 79.00
511.0, 0.1021, 79.04
512.0, 0.1019, 79.09
513.0, 0.1018, 79.11
514.0, 0.1015, 79.17
515.0, 0.1014, 79.18
516.0, 0.1011, 79.24
517.0, 0.1009, 79.27
518.0, 0.1007, 79.30
519.0, 0.1003, 79.37
520.0, 0.1004, 79.37
521.0, 0.1003, 79.38
522.0, 0.0998, 79.47
523.0, 0.0996, 79.50
524.0, 0.0995, 79.52
525.0, 0.0991, 79.60
526.0, 0.0989, 79.64
527.0, 0.0988, 79.66
528.0, 0.0985, 79.70
529.0, 0.0986, 79.69
530.0, 0.0984, 79.73
531.0, 0.0982, 79.76
532.0, 0.0978, 79.83
533.0, 0.0977, 79.86
534.0, 0.0973, 79.93
535.0, 0.0972, 79.95
536.0, 0.0970, 79.98
537.0, 0.0969, 80.00
538.0, 0.0966, 80.06
539.0, 0.0966, 80.05
540.0, 0.0962, 80.12
541.0, 0.0962, 80.14
542.0, 0.0961, 80.15
543.0, 0.0958, 80.20
544.0, 0.0959, 80.19
545.0, 0.0957, 80.22
546.0, 0.0956, 80.25
547.0, 0.0953, 80.29
548.0, 0.0950, 80.36
549.0, 0.0949, 80.36
550.0, 0.0946, 80.44
551.0, 0.0944, 80.46
552.0, 0.0943, 80.49
553.0, 0.0940, 80.54
554.0, 0.0938, 80.57
555.0, 0.0936, 80.61
556.0, 0.0935, 80.63
557.0, 0.0931, 80.70
558.0, 0.0930, 80.73
559.0, 0.0928, 80.77
560.0, 0.0924, 80.83
561.0, 0.0924, 80.83
562.0, 0.0922, 80.87
563.0, 0.0919, 80.92
564.0, 0.0918, 80.95
565.0, 0.0917, 80.97
566.0, 0.0917, 80.97
567.0, 0.0915, 81.01
568.0, 0.0915, 81.01
569.0, 0.0914, 81.02
570.0, 0.0912, 81.05
571.0, 0.0912, 81.07
572.0, 0.0911, 81.07
573.0, 0.0907, 81.15
574.0, 0.0907, 81.16
575.0, 0.0905, 81.18
576.0, 0.0903, 81.22
577.0, 0.0902, 81.25
578.0, 0.0900, 81.27
579.0, 0.0901, 81.27
580.0, 0.0899, 81.31
581.0, 0.0898, 81.32
582.0, 0.0896, 81.35
583.0, 0.0895, 81.39
584.0, 0.0892, 81.44
585.0, 0.0892, 81.43
586.0, 0.0888, 81.50
587.0, 0.0883, 81.59
588.0, 0.0884, 81.58
589.0, 0.0880, 81.66
590.0, 0.0878, 81.70
591.0, 0.0879, 81.68
592.0, 0.0876, 81.73
593.0, 0.0875, 81.75
594.0, 0.0875, 81.75
595.0, 0.0873, 81.79
596.0, 0.0872, 81.81
597.0, 0.0870, 81.86
598.0, 0.0869, 81.87
599.0, 0.0867, 81.90
600.0, 0.0866, 81.91
601.0, 0.0864, 81.97
602.0, 0.0861, 82.01
603.0, 0.0861, 82.01
604.0, 0.0861, 82.01
605.0, 0.0861, 82.02
606.0, 0.0858, 82.08
607.0, 0.0857, 82.10
608.0, 0.0855, 82.12
609.0, 0.0853, 82.17
610.0, 0.0851, 82.20
611.0, 0.0850, 82.23
612.0, 0.0847, 82.28
613.0, 0.0848, 82.26
614.0, 0.0846, 82.29
615.0, 0.0846, 82.31
616.0, 0.0845, 82.33
617.0, 0.0842, 82.38
618.0, 0.0844, 82.34
619.0, 0.0840, 82.41
620.0, 0.0838, 82.46
621.0, 0.0838, 82.45
622.0, 0.0835, 82.50
623.0, 0.0835, 82.50
624.0, 0.0833, 82.55
625.0, 0.0835, 82.51
626.0, 0.0832, 82.56
627.0, 0.0831, 82.58
628.0, 0.0829, 82.62
629.0, 0.0827, 82.66
630.0, 0.0829, 82.62
631.0, 0.0826, 82.69
632.0, 0.0825, 82.69
633.0, 0.0823, 82.73
634.0, 0.0822, 82.75
635.0, 0.0822, 82.75
636.0, 0.0821, 82.78
637.0, 0.0819, 82.82
638.0, 0.0818, 82.84
639.0, 0.0817, 82.85
640.0, 0.0815, 82.88
641.0, 0.0814, 82.90
642.0, 0.0816, 82.87
643.0, 0.0812, 82.95
644.0, 0.0810, 82.98
645.0, 0.0810, 82.99
646.0, 0.0810, 82.99
647.0, 0.0808, 83.03
648.0, 0.0808, 83.02
649.0, 0.0806, 83.06
650.0, 0.0805, 83.08
651.0, 0.0804, 83.10
652.0, 0.0801, 83.16
653.0, 0.0800, 83.18
654.0, 0.0799, 83.19
655.0, 0.0800, 83.19
656.0, 0.0798, 83.21
657.0, 0.0797, 83.23
658.0, 0.0794, 83.30
659.0, 0.0794, 83.29
660.0, 0.0792, 83.32
661.0, 0.0791, 83.34
662.0, 0.0790, 83.36
663.0, 0.0788, 83.40
664.0, 0.0790, 83.36
665.0, 0.0787, 83.42
666.0, 0.0786, 83.44
667.0, 0.0784, 83.48
668.0, 0.0784, 83.49
669.0, 0.0782, 83.52
670.0, 0.0781, 83.54
671.0, 0.0779, 83.58
672.0, 0.0777, 83.61
673.0, 0.0776, 83.64
674.0, 0.0776, 83.64
675.0, 0.0775, 83.66
676.0, 0.0773, 83.69
677.0, 0.0772, 83.72
678.0, 0.0771, 83.73
679.0, 0.0772, 83.72
680.0, 0.0771, 83.74
681.0, 0.0771, 83.73
682.0, 0.0769, 83.77
683.0, 0.0769, 83.77
684.0, 0.0767, 83.81
685.0, 0.0767, 83.82
686.0, 0.0766, 83.84
687.0, 0.0764, 83.87
688.0, 0.0761, 83.92
689.0, 0.0762, 83.91
690.0, 0.0760, 83.95
691.0, 0.0759, 83.97
692.0, 0.0758, 83.98
693.0, 0.0759, 83.97
694.0, 0.0758, 83.99
695.0, 0.0757, 84.01
696.0, 0.0753, 84.07
697.0, 0.0754, 84.06
698.0, 0.0753, 84.09
699.0, 0.0750, 84.14
700.0, 0.0751, 84.13
701.0, 0.0750, 84.13
702.0, 0.0750, 84.14
703.0, 0.0747, 84.19
704.0, 0.0747, 84.19
705.0, 0.0747, 84.21
706.0, 0.0745, 84.23
707.0, 0.0746, 84.22
708.0, 0.0745, 84.24
709.0, 0.0743, 84.27
710.0, 0.0743, 84.27
711.0, 0.0741, 84.31
712.0, 0.0739, 84.36
713.0, 0.0739, 84.36
714.0, 0.0737, 84.39
715.0, 0.0735, 84.42
716.0, 0.0737, 84.39
717.0, 0.0734, 84.44
718.0, 0.0734, 84.44
719.0, 0.0733, 84.46
720.0, 0.0733, 84.47
721.0, 0.0731, 84.50
722.0, 0.0731, 84.51
723.0, 0.0729, 84.55
724.0, 0.0728, 84.56
725.0, 0.0728, 84.57
726.0, 0.0728, 84.56
727.0, 0.0728, 84.57
728.0, 0.0728, 84.58
729.0, 0.0726, 84.60
730.0, 0.0724, 84.65
731.0, 0.0724, 84.65
732.0, 0.0723, 84.67
733.0, 0.0721, 84.70
734.0, 0.0721, 84.70
735.0, 0.0719, 84.74
736.0, 0.0720, 84.72
737.0, 0.0719, 84.74
738.0, 0.0718, 84.76
739.0, 0.0718, 84.76
740.0, 0.0716, 84.79
741.0, 0.0716, 84.80
742.0, 0.0714, 84.85
743.0, 0.0714, 84.84
744.0, 0.0714, 84.84
745.0, 0.0712, 84.88
746.0, 0.0712, 84.87
747.0, 0.0712, 84.88
748.0, 0.0710, 84.91
749.0, 0.0708, 84.96
750.0, 0.0707, 84.97
751.0, 0.0708, 84.97
752.0, 0.0707, 84.97
753.0, 0.0707, 84.98
754.0, 0.0705, 85.02
755.0, 0.0705, 85.01
756.0, 0.0706, 85.00
757.0, 0.0703, 85.06
758.0, 0.0704, 85.04
759.0, 0.0704, 85.03
760.0, 0.0702, 85.07
761.0, 0.0699, 85.13
762.0, 0.0698, 85.16
763.0, 0.0699, 85.13
764.0, 0.0697, 85.17
765.0, 0.0698, 85.15
766.0, 0.0696, 85.19
767.0, 0.0696, 85.18
768.0, 0.0695, 85.22
769.0, 0.0693, 85.25
770.0, 0.0694, 85.23
771.0, 0.0694, 85.23
772.0, 0.0695, 85.20
773.0, 0.0693, 85.25
774.0, 0.0692, 85.27
775.0, 0.0692, 85.27
776.0, 0.0690, 85.30
777.0, 0.0690, 85.30
778.0, 0.0689, 85.34
779.0, 0.0688, 85.35
780.0, 0.0689, 85.33
781.0, 0.0688, 85.35
782.0, 0.0689, 85.33
783.0, 0.0688, 85.35
784.0, 0.0687, 85.36
785.0, 0.0685, 85.40
786.0, 0.0684, 85.42
787.0, 0.0683, 85.44
788.0, 0.0684, 85.43
789.0, 0.0683, 85.45
790.0, 0.0681, 85.48
791.0, 0.0681, 85.49
792.0, 0.0681, 85.48
793.0, 0.0677, 85.57
794.0, 0.0679, 85.53
795.0, 0.0679, 85.52
796.0, 0.0679, 85.53
797.0, 0.0675, 85.60
798.0, 0.0675, 85.60
799.0, 0.0676, 85.58
800.0, 0.0676, 85.59
801.0, 0.0676, 85.58
802.0, 0.0675, 85.60
803.0, 0.0674, 85.63
804.0, 0.0674, 85.63
805.0, 0.0673, 85.65
806.0, 0.0673, 85.64
807.0, 0.0668, 85.74
808.0, 0.0669, 85.72
809.0, 0.0670, 85.71
810.0, 0.0671, 85.68
811.0, 0.0669, 85.72
812.0, 0.0668, 85.74
813.0, 0.0669, 85.72
814.0, 0.0668, 85.75
815.0, 0.0668, 85.74
816.0, 0.0667, 85.76
817.0, 0.0665, 85.80
818.0, 0.0664, 85.83
819.0, 0.0664, 85.83
820.0, 0.0663, 85.85
821.0, 0.0664, 85.81
822.0, 0.0662, 85.85
823.0, 0.0664, 85.82
824.0, 0.0660, 85.90
825.0, 0.0661, 85.88
826.0, 0.0659, 85.93
827.0, 0.0657, 85.96
828.0, 0.0660, 85.91
829.0, 0.0660, 85.89
830.0, 0.0658, 85.93
831.0, 0.0658, 85.94
832.0, 0.0657, 85.96
833.0, 0.0658, 85.94
834.0, 0.0656, 85.98
835.0, 0.0652, 86.05
836.0, 0.0651, 86.07
837.0, 0.0655, 85.99
838.0, 0.0653, 86.03
839.0, 0.0652, 86.06
840.0, 0.0650, 86.11
841.0, 0.0651, 86.08
842.0, 0.0650, 86.10
843.0, 0.0650, 86.09
844.0, 0.0649, 86.13
845.0, 0.0649, 86.13
846.0, 0.0649, 86.11
847.0, 0.0651, 86.09
848.0, 0.0650, 86.09
849.0, 0.0649, 86.11
850.0, 0.0648, 86.13
851.0, 0.0647, 86.16
852.0, 0.0643, 86.25
853.0, 0.0642, 86.25
854.0, 0.0644, 86.22
855.0, 0.0642, 86.26
856.0, 0.0644, 86.22
857.0, 0.0645, 86.20
858.0, 0.0642, 86.25
859.0, 0.0641, 86.27
860.0, 0.0643, 86.24
861.0, 0.0641, 86.29
862.0, 0.0642, 86.26
863.0, 0.0641, 86.28
864.0, 0.0642, 86.27
865.0, 0.0641, 86.28
866.0, 0.0639, 86.32
867.0, 0.0639, 86.32
868.0, 0.0639, 86.32
869.0, 0.0638, 86.35
870.0, 0.0636, 86.37
871.0, 0.0635, 86.40
872.0, 0.0637, 86.36
873.0, 0.0636, 86.38
874.0, 0.0635, 86.39
875.0, 0.0634, 86.43
876.0, 0.0631, 86.47
877.0, 0.0633, 86.44
878.0, 0.0633, 86.44
879.0, 0.0632, 86.46
880.0, 0.0635, 86.40
881.0, 0.0632, 86.47
882.0, 0.0634, 86.43
883.0, 0.0630, 86.50
884.0, 0.0629, 86.52
885.0, 0.0628, 86.53
886.0, 0.0629, 86.52
887.0, 0.0630, 86.50
888.0, 0.0627, 86.55
889.0, 0.0626, 86.57
890.0, 0.0626, 86.57
891.0, 0.0626, 86.57
892.0, 0.0628, 86.54
893.0, 0.0627, 86.55
894.0, 0.0624, 86.61
895.0, 0.0624, 86.62
896.0, 0.0622, 86.65
897.0, 0.0622, 86.65
898.0, 0.0620, 86.69
899.0, 0.0622, 86.66
900.0, 0.0621, 86.67
901.0, 0.0621, 86.67
902.0, 0.0623, 86.63
903.0, 0.0622, 86.66
904.0, 0.0620, 86.70
905.0, 0.0621, 86.68
906.0, 0.0621, 86.67
907.0, 0.0618, 86.74
908.0, 0.0619, 86.71
909.0, 0.0619, 86.72
910.0, 0.0618, 86.73
911.0, 0.0619, 86.71
912.0, 0.0616, 86.77
913.0, 0.0617, 86.76
914.0, 0.0616, 86.78
915.0, 0.0615, 86.79
916.0, 0.0615, 86.80
917.0, 0.0615, 86.80
918.0, 0.0613, 86.83
919.0, 0.0615, 86.79
920.0, 0.0615, 86.79
921.0, 0.0614, 86.83
922.0, 0.0613, 86.83
923.0, 0.0613, 86.83
924.0, 0.0614, 86.81
925.0, 0.0613, 86.84
926.0, 0.0612, 86.86
927.0, 0.0611, 86.88
928.0, 0.0611, 86.87
929.0, 0.0610, 86.89
930.0, 0.0609, 86.91
931.0, 0.0608, 86.94
932.0, 0.0608, 86.93
933.0, 0.0609, 86.92
934.0, 0.0608, 86.93
935.0, 0.0607, 86.95
936.0, 0.0607, 86.95
937.0, 0.0606, 86.97
938.0, 0.0607, 86.96
939.0, 0.0606, 86.99
940.0, 0.0606, 86.98
941.0, 0.0604, 87.02
942.0, 0.0605, 87.00
943.0, 0.0603, 87.04
944.0, 0.0606, 86.98
945.0, 0.0605, 87.00
946.0, 0.0604, 87.01
947.0, 0.0604, 87.01
948.0, 0.0603, 87.03
949.0, 0.0602, 87.05
950.0, 0.0601, 87.07
951.0, 0.0602, 87.06
952.0, 0.0602, 87.06
953.0, 0.0601, 87.07
954.0, 0.0601, 87.07
955.0, 0.0602, 87.06
956.0, 0.0598, 87.13
957.0, 0.0600, 87.11
958.0, 0.0599, 87.13
959.0, 0.0599, 87.12
960.0, 0.0601, 87.08
961.0, 0.0599, 87.12
962.0, 0.0598, 87.13
963.0, 0.0599, 87.11
964.0, 0.0599, 87.12
965.0, 0.0597, 87.16
966.0, 0.0596, 87.17
967.0, 0.0597, 87.16
968.0, 0.0596, 87.19
969.0, 0.0598, 87.15
970.0, 0.0597, 87.15
971.0, 0.0596, 87.18
972.0, 0.0594, 87.21
973.0, 0.0594, 87.22
974.0, 0.0595, 87.21
975.0, 0.0593, 87.25
976.0, 0.0593, 87.23
977.0, 0.0593, 87.23
978.0, 0.0592, 87.26
979.0, 0.0591, 87.27
980.0, 0.0591, 87.27
981.0, 0.0593, 87.24
982.0, 0.0592, 87.26
983.0, 0.0592, 87.27
984.0, 0.0589, 87.31
985.0, 0.0591, 87.27
986.0, 0.0590, 87.30
987.0, 0.0591, 87.27
988.0, 0.0590, 87.29
989.0, 0.0592, 87.26
990.0, 0.0590, 87.31
991.0, 0.0589, 87.31
992.0, 0.0591, 87.27
993.0, 0.0591, 87.28
994.0, 0.0589, 87.31
995.0, 0.0588, 87.34
996.0, 0.0589, 87.32
997.0, 0.0589, 87.31
998.0, 0.0589, 87.33
999.0, 0.0587, 87.35
1000.0, 0.0588, 87.34
1001.0, 0.0586, 87.38
1002.0, 0.0585, 87.40
1003.0, 0.0585, 87.39
1004.0, 0.0585, 87.41
1005.0, 0.0586, 87.38
1006.0, 0.0586, 87.38
1007.0, 0.0586, 87.38
1008.0, 0.0586, 87.38
1009.0, 0.0586, 87.37
1010.0, 0.0585, 87.39
1011.0, 0.0584, 87.42
1012.0, 0.0586, 87.38
1013.0, 0.0586, 87.37
1014.0, 0.0586, 87.37
1015.0, 0.0584, 87.41
1016.0, 0.0584, 87.42
1017.0, 0.0583, 87.43
1018.0, 0.0584, 87.42
1019.0, 0.0584, 87.42
1020.0, 0.0585, 87.40
1021.0, 0.0584, 87.41
1022.0, 0.0585, 87.40
1023.0, 0.0578, 87.55
1024.0, 0.0578, 87.54
1025.0, 0.0578, 87.55
1026.0, 0.0579, 87.53
1027.0, 0.0578, 87.53
1028.0, 0.0580, 87.50
1029.0, 0.0580, 87.49
1030.0, 0.0579, 87.51
1031.0, 0.0580, 87.50
1032.0, 0.0580, 87.49
1033.0, 0.0581, 87.49
1034.0, 0.0583, 87.45
1035.0, 0.0583, 87.45
1036.0, 0.0582, 87.46
1037.0, 0.0584, 87.42
1038.0, 0.0583, 87.43
1039.0, 0.0582, 87.45
1040.0, 0.0583, 87.44
1041.0, 0.0585, 87.40
1042.0, 0.0586, 87.38
1043.0, 0.0584, 87.41
1044.0, 0.0586, 87.37
1045.0, 0.0587, 87.36
1046.0, 0.0585, 87.40
1047.0, 0.0588, 87.35
1048.0, 0.0590, 87.31
1049.0, 0.0588, 87.33
1050.0, 0.0589, 87.33
1051.0, 0.0588, 87.35
1052.0, 0.0591, 87.28
1053.0, 0.0590, 87.29
1054.0, 0.0589, 87.31
1055.0, 0.0593, 87.23
1056.0, 0.0594, 87.21
1057.0, 0.0591, 87.29
1058.0, 0.0591, 87.29
1059.0, 0.0593, 87.24
1060.0, 0.0596, 87.17
1061.0, 0.0595, 87.19
1062.0, 0.0591, 87.28
1063.0, 0.0590, 87.29
1064.0, 0.0592, 87.25
1065.0, 0.0598, 87.14
1066.0, 0.0599, 87.12
1067.0, 0.0593, 87.23
1068.0, 0.0587, 87.35
1069.0, 0.0585, 87.39
1070.0, 0.0592, 87.25
1071.0, 0.0598, 87.13
1072.0, 0.0597, 87.16
1073.0, 0.0590, 87.31
1074.0, 0.0583, 87.45
1075.0, 0.0582, 87.46
1076.0, 0.0587, 87.36
1077.0, 0.0597, 87.15
1078.0, 0.0604, 87.01
1079.0, 0.0603, 87.04
1080.0, 0.0595, 87.20
1081.0, 0.0586, 87.37
1082.0, 0.0580, 87.50
1083.0, 0.0583, 87.44
1084.0, 0.0591, 87.28
1085.0, 0.0600, 87.09
1086.0, 0.0606, 86.99
1087.0, 0.0610, 86.89
1088.0, 0.0612, 86.86
1089.0, 0.0611, 86.88
1090.0, 0.0609, 86.93
1091.0, 0.0605, 87.00
1092.0, 0.0599, 87.11
1093.0, 0.0595, 87.20
1094.0, 0.0590, 87.31
1095.0, 0.0587, 87.35
1096.0, 0.0583, 87.43
1097.0, 0.0581, 87.48
1098.0, 0.0581, 87.48
1099.0, 0.0576, 87.57
1100.0, 0.0571, 87.69
